code14,name14,prov14,unit,name_carto,code24,code24_commune,name24,label04,idh04,src04
08.363.09.09.,M'Zizel,Midelt,08.363.09.09.,M'Zizel,83630909,83630909,Commune de M'zizel,Errachidia M'Zizel,0.538,direct
08.363.09.11.,Sidi Aayad,Midelt,08.363.09.11.,Sidi Aayad,83630911,83630911,Commune de Sidi Aayad,Errachidia Sidi Aayad,0.565,direct
08.363.09.13.,Zaouiat Sidi Hamza,Midelt,08.363.09.13.,Zaouiat Sidi Hamza,83630913,83630913,Commune de Zaouiat Sidi Hamza,Errachidia Zaouiat Sidi Hamza,0.5,direct
08.363.15.01.,Ait Yahya,Midelt,08.363.15.01.,Ait Yahya,83631501,83631501,Commune d'Ait Yahya,Errachidia Ait Yahya,0.457,direct
08.363.15.03.,Amouguer,Midelt,08.363.15.03.,Amouguer,83631503,83631503,Commune d'Amouguer,Errachidia Amouguer,0.553,direct
08.363.15.05.,Bou Azmou,Midelt,08.363.15.05.,Bou-Azmou,83631505,83631505,Commune de Bou-Azmou,Errachidia Bou Azmou,0.366,direct
08.363.15.07.,Imilchil,Midelt,08.363.15.07.,Imilchil,83631507,83631507,Commune d'Imilchil,Errachidia Imilchil,0.399,direct
08.363.15.09.,Outerbat,Midelt,08.363.15.09.,Outerbat,83631509,83631509,Commune d'Outerbat,Errachidia Outerbat,0.447,direct
08.401.01.07.,Ouarzazate (Mun.),Ouarzazate,08.401.01.07.,Ouarzazate (M),84010107,84010107,Commune d'Ouarzazate,Ouarzazate Ouarzazate (M),0.758,direct
08.401.01.09.,Taznakht (Mun.),Ouarzazate,08.401.01.09.,Taznakht (M),84010109,84010109,Commune de Taznakht,Ouarzazate Taznakht (M),0.67,direct
08.401.03.01.,Ait Zineb,Ouarzazate,08.401.03.01.,Ait Zineb,84010301,84010301,Commune d'Ait Zineb,Ouarzazate Ait Zineb,0.613,direct
08.401.03.03.,Amerzgane,Ouarzazate,08.401.03.03.,Amerzgane,84010303,84010303,Commune d'Amerzgane,Ouarzazate Amerzgane,0.616,direct
08.401.03.05.,Iznaguen,Ouarzazate,08.401.03.05.,Iznaguen,84010305,84010305,Commune d'Iznaguen,Ouarzazate Aznaguen,0.486,fuzzy
08.401.03.07.,Ighrem N'Ougdal,Ouarzazate,08.401.03.07.,Ighrem N'Ougdal,84010307,84010307,Commune d'Ighrem N'ougdal,Ouarzazate Ighrem N'Ougdal,0.487,direct
08.401.03.09.,Khouzama,Ouarzazate,08.401.03.09.,Khouzama,84010309,84010309,Commune de Khouzama,Ouarzazate Khouzama,0.314,direct
08.401.03.11.,Ouisselsate,Ouarzazate,08.401.03.11.,Ouisselsate,84010311,84010311,Commune d'Ouisselsate,Ouarzazate Ouisselsate,0.573,direct
08.401.03.13.,Siroua,Ouarzazate,08.401.03.13.,Siroua,84010313,84010313,Commune de Siroua,Ouarzazate Siroua,0.394,direct
08.401.03.15.,Telouet,Ouarzazate,08.401.03.15.,Telouet,84010315,84010315,Commune de Telouet,Ouarzazate Telouet,0.493,direct
08.401.03.17.,Tidli,Ouarzazate,08.401.03.17.,,84010317,84010317,Commune de Tidili,Ouarzazate Tidli,0.478,direct
08.401.07.01.,Ghassate,Ouarzazate,08.401.07.01.,Ghassate,84010701,84010701,Commune de Ghassate,Ouarzazate Ghassate,0.491,direct
08.401.07.03.,Idelsane,Ouarzazate,08.401.07.03.,Idelsane,84010703,84010703,Commune d'Idelsane,Ouarzazate Idelsane,0.619,direct
08.401.07.05.,Imi N'Oulaoune,Ouarzazate,08.401.07.05.,Imi-N'Oulaoune,84010705,84010705,Commune d'Imi-N'oulaoune,Ouarzazate Imi N'Oulaoune,0.424,direct
08.401.07.07.,Skoura Ahl El Oust,Ouarzazate,08.401.07.07.,Skoura Ahl El Oust,84010707,84010707,Commune de Skoura Ahl El Oust,Ouarzazate Skoura Ahl El Oust,0.583,direct
08.401.07.09.,Tarmigt,Ouarzazate,08.401.07.09.,Tarmigt,84010709,84010709,Commune de Tarmigt,Ouarzazate Tarmigt,0.606,direct
08.401.07.11.,Toundoute,Ouarzazate,08.401.07.11.,Toundoute,84010711,84010711,Commune de Toundoute,Ouarzazate Toundoute,0.525,direct
08.577.01.03.,Boumalne Dades (Mun.),Tinghir,08.577.01.03.,Boumalne-Dades (M),85770103,85770103,Commune de Boumalne-Dades,Ouarzazate Boumalne Dades (M),0.632,direct
08.577.01.05.,Kalaat M'Gouna (Mun.),Tinghir,08.577.01.05.,Kalaat M'Gouna (M),85770105,85770105,Commune de Kalâat M'gouna,Ouarzazate Kalaat M'Gouna (M),0.63,direct
08.577.01.11.,Tinghir (Mun.),Tinghir,08.577.01.11.,Tinghir (M),85770111,85770111,Commune de Tinghir,Ouarzazate Tinghir (M),0.67,direct
08.577.02.05.,Alnif,Tinghir,08.577.02.05.,Alnif,85770205,85770205,Commune d'Alnif,Errachidia Alnif,0.562,direct
08.577.02.11.,H'Ssyia,Tinghir,08.577.02.11.,H'Ssyia,85770211,85770211,Commune de H'ssyia,Errachidia H'Ssyia,0.453,direct
08.577.02.21.,M'Ssici,Tinghir,08.577.02.21.,M'Ssici,85770221,85770221,Commune de M'ssici,Errachidia M'Ssici,0.587,direct
08.577.03.01.,Ait Hani,Tinghir,08.577.03.01.,Ait Hani,85770301,85770301,Commune d'Ait Hani,Errachidia Ait Hani,0.439,direct
08.577.03.05.,Assoul,Tinghir,08.577.03.05.,Assoul,85770305,85770305,Commune d'Assoul,Errachidia Assoul,0.512,direct
08.577.05.03.,Ait Ouassif,Tinghir,08.577.05.03.,Ait Ouassif,85770903,85770903,Commune d'Ait Ouassif,Ouarzazate Ait Ouassif,0.495,direct
08.577.05.05.,Ait Sedrate JbelEl Oulia,Tinghir,08.577.05.05.,Ait Sedrate Jbel  El Oulia,85770505,85770505,Commune d'Ait Sedrate Jbel El Oulia,Ouarzazate Ait Sedrate Jbel El Oulia,0.493,direct
08.577.05.07.,Ait Sedrate JbelEL Soufla,Tinghir,08.577.05.07.,,85770507,85770507,Commune d'Ait Sedrate Jebel Soufla,,,
08.577.05.09.,Ait Sedrate Sahl Charkia,Tinghir,08.577.05.09.,Ait Sedrate Sahl Charkia,85770909,85770909,Commune d'Ait Sedrate Sahl Charkia,Ouarzazate Ait Sedrate Sahl Charkia,0.543,direct
08.577.05.11.,Ait Sedrate Sahl El Gharbia,Tinghir,08.577.05.11.,Ait Sedrate Sahl El Gharbia,85770911,85770911,Commune d'Ait Sedrate Sahl El-Gharbia,,,
08.577.05.13.,Ait Youl,Tinghir,08.577.05.13.,Ait Youl,85770513,85770513,Commune d'Ait Youl,Ouarzazate Ait Youl,0.585,direct
08.577.05.15.,Ighil N'Oumgoun,Tinghir,08.577.05.15.,Ighil N'Oumgoun,85770915,85770915,Commune d'Ighil N'oumgoun,Ouarzazate Ighil N'Oumgoun,0.435,direct
08.577.05.17.,Ikniouen,Tinghir,08.577.05.17.,Ikniouen,85770517,85770517,Commune d'Ikniouen,Ouarzazate Ikniouen,0.487,direct
08.577.05.21.,M'Semrir,Tinghir,08.577.05.21.,M'Semrir,85770521,85770521,Commune de M'semrir,Ouarzazate M'Semrir,0.533,direct
08.577.05.25.,Souk Lakhmis Dades,Tinghir,08.577.05.25.,Souk Lakhmis Dades,85770925,85770925,Commune de Souk Lakhmis Dades,Ouarzazate Souk Lakhmis Dades,0.587,direct
08.577.05.29.,Tilmi,Tinghir,08.577.05.29.,Tilmi,85770529,85770529,Commune de Tilmi,Ouarzazate Tilmi,0.49,direct
08.577.07.01.,Ait El Farsi,Tinghir,08.577.07.01.,Ait El Farsi,85770701,85770701,Commune d'Ait El Farsi,Ouarzazate Ait El Farsi,0.552,direct
08.577.07.19.,Imider,Tinghir,08.577.07.19.,Imider,85770719,85770719,Commune d'Imider,Ouarzazate Imider,0.523,direct
08.577.07.23.,Ouaklim,Tinghir,08.577.07.23.,Ouaklim,85770723,85770723,Commune d'Ouaklim,Ouarzazate Ouaklim,0.47,direct
08.577.07.27.,Taghzoute N'Ait Atta,Tinghir,08.577.07.27.,Taghzoute N'Ait Atta,85770727,85770727,Commune de Taghzoute N'ait Atta,Ouarzazate Taghzoute N'Ait Atta,0.555,direct
08.577.07.31.,Toudgha El Oulia,Tinghir,08.577.07.31.,Toudgha El Oulia,85770731,85770731,Commune de Toudgha El Oulia,Ouarzazate Toudgha El Oulia,0.619,direct
08.577.07.33.,Toudgha Essoufla,Tinghir,08.577.07.33.,Toudgha Essoufla,85770733,85770733,Commune de Toudgha Essoufla,Ouarzazate Toudgha Essoufla,0.585,direct
08.587.01.01.,Agdz (Mun.),Zagora,08.587.01.01.,Agdz (M),85870101,85870101,Commune d'Agdz,Zagora Agdz (M),0.632,direct
08.587.01.13.,Zagora (Mun.),Zagora,08.587.01.13.,Zagora (M),85870113,85870113,Commune de Zagora,Zagora Zagora (M),0.669,direct
08.587.03.01.,Afella N'Dra,Zagora,08.587.03.01.,Afella N'Dra,85870301,85870301,Commune d'Afella N'dra,Zagora Afella N'Dra,0.533,direct
08.587.03.03.,Afra,Zagora,08.587.03.03.,Afra,85870303,85870303,Commune d'Afra,Zagora Afra,0.489,direct
08.587.03.05.,Ait Boudaoud,Zagora,08.587.03.05.,Ait Boudaoud,85871105,85871105,Commune d'Ait Boudaoud,Zagora Ait Boudaoud,0.562,direct
08.587.03.07.,Ait Ouallal,Zagora,08.587.03.07.,Ait Ouallal,85871107,85871107,Commune d'Ait Ouallal,Zagora Ait Ouallal,0.495,direct
08.587.03.21.,Mezguita,Zagora,08.587.03.21.,Mezguita,85870321,85870321,Commune de Mezguita,Zagora Mezguita,0.558,direct
08.587.03.25.,N'Kob,Zagora,08.587.03.25.,N'Kob,85871125,85871125,Commune de N'kob,Zagora N'Kob,0.492,direct
08.587.03.27.,Oulad Yahia Lagraire,Zagora,08.587.03.27.,Oulad Yahia Lagraire,85870327,85870327,Commune d'Oulad Yahia Lagraire,Zagora Oulad Yahia Lagraire,0.535,direct
08.587.03.31.,Taghbalte,Zagora,08.587.03.31.,Taghbalte,85871131,85871131,Commune de Taghbalte,Zagora Taghbalte,0.507,direct
08.587.03.37.,Tamezmoute,Zagora,08.587.03.37.,Tamezmoute,85870337,85870337,Commune de Tamezmoute,Zagora Tamezmoute,0.53,direct
08.587.03.39.,Tansifte,Zagora,08.587.03.39.,Tansifte,85870339,85870339,Commune de Tansifte,Zagora Tansifte,0.553,direct
08.587.03.41.,Tazarine,Zagora,08.587.03.41.,Tazarine,85871141,85871141,Commune de Tazarine,Zagora Tazarine,0.582,direct
08.587.07.09.,Bleida,Zagora,08.587.07.09.,Bleida,85870709,85870709,Commune de Bleida,Zagora Bleida,0.418,direct
08.587.07.11.,Bni Zoli,Zagora,08.587.07.11.,Bni Zoli,85870711,85870711,Commune de Bni Zoli,Zagora Bni Zoli,0.521,direct
08.587.07.13.,Bouzeroual,Zagora,08.587.07.13.,Bouzeroual,85870713,85870713,Commune de Bouzeroual,Zagora Bouzeroual,0.489,direct
08.587.07.15.,Errouha,Zagora,08.587.07.15.,Errouha,85870715,85870715,Commune d'Errouha,Zagora Errouha,0.468,direct
08.587.07.29.,Taftechna,Zagora,08.587.07.29.,Taftechna,85870729,85870729,Commune de Taftechna,Zagora Taftechna,0.52,direct
08.587.07.43.,Ternata,Zagora,08.587.07.43.,Ternata,85870743,85870743,Commune de Ternata,Zagora Ternata,0.532,direct
08.587.07.45.,Tinzouline,Zagora,08.587.07.45.,Tinzouline,85870745,85870745,Commune de Tinzouline,Zagora Tinzouline,0.517,direct
08.587.09.17.,Fezouata,Zagora,08.587.09.17.,Fezouata,85870917,85870917,Commune de Fezouata,Zagora Fezouata,0.523,direct
08.587.09.19.,Ktaoua,Zagora,08.587.09.19.,Ktaoua,85870919,85870919,Commune de Ktaoua,Zagora Ktaoua,0.548,direct
08.587.09.23.,M'Hamid El Ghizlane,Zagora,08.587.09.23.,M'Hamid El Ghizlane,85870923,85870923,Commune de M'hamid El Ghizlane,Zagora M'Hamid El Ghizlane,0.501,direct
08.587.09.33.,Tagounite,Zagora,08.587.09.33.,Tagounite,85870933,85870933,Commune de Tagounite,Zagora Tagounite,0.603,direct
08.587.09.35.,Tamegroute,Zagora,08.587.09.35.,Tamegroute,85870935,85870935,Commune de Tamegroute,Zagora Tamegroute,0.503,direct
09.001.01.01.,Agadir (Mun.),Agadir-Ida -Ou-Tanane,09.001.01.01.,Agadir (M),90010101,90010101,Commune d'Agadir,Agadir-Ida Ou Tanan Agadir (M),0.752,direct
09.001.05.01.,Amskroud,Agadir-Ida -Ou-Tanane,09.001.05.01.,Amskroud,90010501,90010501,Commune d'Amskroud,Agadir-Ida Ou Tanan Amskroud,0.534,direct
09.001.05.09.,Drargua,Agadir-Ida -Ou-Tanane,09.001.05.09.,Drargua,90010509,90010509,Commune de Drargua,Agadir-Ida Ou Tanan Drargua,0.508,direct
09.001.05.11.,Idmine,Agadir-Ida -Ou-Tanane,09.001.05.11.,Idmine,90010511,90010511,Commune d'Idmine,Agadir-Ida Ou Tanan Idmine,0.503,direct
09.001.07.03.,Aourir,Agadir-Ida -Ou-Tanane,09.001.07.03.,Aourir,90010703,90010703,Commune d'Aourir,AGADIR IDA OU TANANE Aourir (AC),0.64,direct
09.001.07.05.,Aqesri,Agadir-Ida -Ou-Tanane,09.001.07.05.,,90010705,90010705,Commune d'Aqsri,Agadir-Ida Ou Tanan Aqesri,0.516,direct
09.001.07.07.,Aziar,Agadir-Ida -Ou-Tanane,09.001.07.07.,Aziar,90010707,90010707,Commune d'Aziar,Agadir-Ida Ou Tanan Aziar,0.458,direct
09.001.07.13.,Imouzzer,Agadir-Ida -Ou-Tanane,09.001.07.13.,Imouzzer,90010713,90010713,Commune d'Imouzzer,Agadir-Ida Ou Tanan Imouzzer,0.528,direct
09.001.07.15.,Imsouane,Agadir-Ida -Ou-Tanane,09.001.07.15.,Imsouane,90010715,90010715,Commune d'Imsouane,Agadir-Ida Ou Tanan Imsouane,0.541,direct
09.001.07.21.,Tadrart,Agadir-Ida -Ou-Tanane,09.001.07.21.,Tadrart,90010721,90010721,Commune de Tadrart,Agadir-Ida Ou Tanan Tadrart,0.481,direct
09.001.07.23.,Taghazout,Agadir-Ida -Ou-Tanane,09.001.07.23.,Taghazout,90010723,90010723,Commune de Taghazout,Agadir-Ida Ou Tanan Taghazout,0.6,direct
09.001.07.25.,Tamri,Agadir-Ida -Ou-Tanane,09.001.07.25.,Tamri,90010725,90010725,Commune de Tamri,Agadir-Ida Ou Tanan Tamri,0.503,direct
09.001.07.29.,Tiqqi,Agadir-Ida -Ou-Tanane,09.001.07.29.,Tiqqi,90010729,90010729,Commune de Tiqqi,Agadir-Ida Ou Tanan Tiqqi,0.5,direct
09.163.01.03.,Ait Baha (Mun.),Chtouka- Ait Baha,09.163.01.03.,Ait Baha  (M),91630103,91630103,Commune d'Ait Baha,Chtouka- Ait Baha Ait Baha (M),0.615,direct
09.163.01.11.,Biougra (Mun.),Chtouka- Ait Baha,09.163.01.11.,Biougra  (M),91630111,91630111,Commune de Biougra,Chtouka- Ait Baha Biougra (M),0.66,direct
09.163.03.05.,Ait Mzal,Chtouka- Ait Baha,09.163.03.05.,Ait Mzal,91630305,91630305,Commune d'Ait Mzal,Chtouka- Ait Baha Ait Mzal,0.502,direct
09.163.03.07.,Ait Ouadrim,Chtouka- Ait Baha,09.163.03.07.,Ait Ouadrim,91630307,91630307,Commune d'Ait Ouadrim,Chtouka- Ait Baha Ait Ouadrim,0.493,direct
09.163.03.09.,Aouguenz,Chtouka- Ait Baha,09.163.03.09.,Aouguenz,91630309,91630309,Commune d'Aouguenz,Chtouka- Ait Baha Aouguenz,0.448,direct
09.163.03.13.,Hilala,Chtouka- Ait Baha,09.163.03.13.,Hilala,91630313,91630313,Commune de Hilala,Chtouka- Ait Baha Hilala,0.448,direct
09.163.03.15.,Ida Ougnidif,Chtouka- Ait Baha,09.163.03.15.,Ida-Ougnidif,91630315,91630315,Commune d'Ida-Ougnidif,Chtouka- Ait Baha Ida Ougnidif,0.517,direct
09.163.03.25.,Sidi AbdallahEl Bouchouari,Chtouka- Ait Baha,09.163.03.25.,Sidi Abdallah  El Bouchouari,91630325,91630325,Commune de Sidi Abdallah El Bouchouari,Chtouka- Ait Baha Sidi Abdallah El Bouchoua,0.415,fuzzy
09.163.03.33.,Tanalt,Chtouka- Ait Baha,09.163.03.33.,Tanalt,91630333,91630333,Commune de Tanalt,Chtouka- Ait Baha Tanalt,0.506,direct
09.163.03.35.,Targua Ntouchka,Chtouka- Ait Baha,09.163.03.35.,Targua-Ntouchka,91630335,91630335,Commune de Targua-Ntouchka,Chtouka- Ait Baha Targua Ntouchka,0.512,direct
09.163.03.37.,Tassegdelt,Chtouka- Ait Baha,09.163.03.37.,Tassegdelt,91630337,91630337,Commune de Tassegdelt,Chtouka- Ait Baha Tassegdelt,0.426,direct
09.163.03.39.,Tizi Ntakoucht,Chtouka- Ait Baha,09.163.03.39.,Tizi Ntakoucht,91630339,91630339,Commune de Tizi Ntakoucht,Chtouka- Ait Baha Tizi Ntakoucht,0.49,direct
09.163.05.03.,Ait Milk,Chtouka- Ait Baha,09.163.05.03.,Ait Milk,91630503,91630503,Commune d'Ait Milk,Chtouka- Ait Baha Ait Milk,0.557,direct
09.163.05.11.,Belfaa,Chtouka- Ait Baha,09.163.05.11.,Belfaa,91630511,91630511,Commune de Belfaâ,Chtouka- Ait Baha Belfaa,0.613,direct
09.163.05.19.,Inchaden,Chtouka- Ait Baha,09.163.05.19.,Inchaden,91630519,91630519,Commune d'Inchaden,Chtouka- Ait Baha Inchaden,0.591,direct
09.163.05.21.,Massa,Chtouka- Ait Baha,09.163.05.21.,Massa,91630521,91630521,Commune de Massa,Chtouka- Ait Baha Massa,0.636,direct
09.163.05.31.,Sidi Ouassay,Chtouka- Ait Baha,09.163.05.31.,Sidi Ouassay,91630531,91630531,Commune de Sidi Ouassay,Chtouka- Ait Baha Sidi Ouassay,0.659,direct
09.163.07.01.,Ait Amira,Chtouka- Ait Baha,09.163.07.01.,Ait Amira,91630101,91630101,Commune d'Ait Amira,Chtouka- Ait Baha Ait Amira,0.569,direct
09.163.07.17.,Imi Mqourn,Chtouka- Ait Baha,09.163.07.17.,Imi-Mqourn,91630717,91630717,Commune d'Imi-Mqourn,Chtouka- Ait Baha Imi Mqourn,0.518,direct
09.163.07.23.,Ouad Essafa,Chtouka- Ait Baha,09.163.07.23.,Ouad Essafa,91630723,91630723,Commune d'Oued Essafa,Chtouka- Ait Baha Ouad Essafa,0.587,direct
09.163.07.27.,Sidi Bibi,Chtouka- Ait Baha,09.163.07.27.,Sidi Bibi,91630127,91630127,Commune de Sidi Bibi,Chtouka- Ait Baha Sidi Bibi,0.59,direct
09.163.07.29.,Sidi Boushab,Chtouka- Ait Baha,09.163.07.29.,Sidi Boushab,91630729,91630729,Commune de Sidi Boushab,Chtouka- Ait Baha Sidi Boushab,0.53,direct
09.273.01.05.,Ait Melloul (Mun.),Inezgane- Ait Melloul,09.273.01.05.,Ait Melloul  (M),92730105,92730105,Commune d'Ait Melloul,Inezgane- Ait Mellou Ait Melloul (M),0.692,direct
09.273.01.13.,Dcheira El Jihadia (Mun.),Inezgane- Ait Melloul,09.273.01.13.,Dcheira El Jihadia   (M),92730113,92730113,Commune de Dcheira El Jihadia,Inezgane- Ait Mellou Dcheira El Jihadia (M),0.726,direct
09.273.01.15.,Inezgane (Mun.),Inezgane- Ait Melloul,09.273.01.15.,Inezgane     (M),92730115,92730115,Commune d'Inezgane,Inezgane- Ait Mellou Inezgane (M),0.689,direct
09.273.01.17.,Lqliaa (Mun.),Inezgane- Ait Melloul,09.273.01.17.,Lqliaa (M),92730117,92730117,Commune de Lqliaa,Inezgane ait melloul Lqliaa (AC),0.633,direct
09.273.05.19.,Oulad Dahou,Inezgane- Ait Melloul,09.273.05.19.,Oulad Dahou,92730519,92730519,Commune d'Oulad Dahou,Inezgane- Ait Melloul Oulad Dahou,0.585,direct
09.273.05.27.,Temsia,Inezgane- Ait Melloul,09.273.05.27.,Temsia,92730527,92730527,Commune de Temsia,Inezgane Ait Melloul Temsia (AC),0.657,direct
09.541.01.01.,Ait Iaaza (Mun.),Taroudannt,09.541.01.01.,Ait Iaaza (M),95410101,95410101,Commune d'Ait Iaaza,Taroudannt Ait Iaaza (M),0.663,direct
09.541.01.02.,Aoulouz (Mun.),Taroudannt,09.541.01.02.,Aoulouz  (M),95410102,95410102,Commune d'Aoulouz,Taroudannt Aoulouz,0.53,direct
09.541.01.03.,El Guerdane (Mun.),Taroudannt,09.541.01.03.,El Guerdane (M),95410103,95410103,Commune d'El Guerdane,Taroudannt El Guerdane (M),0.704,direct
09.541.01.05.,Irherm (Mun.),Taroudannt,09.541.01.05.,Irherm (M),95410105,95410105,Commune d'Irherm,Taroudannt Irherm (M),0.575,direct
09.541.01.07.,Oulad Berhil (Mun.),Taroudannt,09.541.01.07.,Oulad Berhil (M),95410107,95410107,Commune d'Oulad Berhil,Taroudannt Oulad Berhil (M),0.656,direct
09.541.01.09.,Oulad Teima (Mun.),Taroudannt,09.541.01.09.,Oulad Teima (M),95410109,95410109,Commune d'Oulad Teima,Taroudannt Oulad Teima (M),0.676,direct
09.541.01.11.,Taliouine (Mun.),Taroudannt,09.541.01.11.,Taliouine (M),95410111,95410111,Commune de Taliouine,Taroudannt Taliouine (M),0.575,direct
09.541.01.13.,Taroudannt (Mun.),Taroudannt,09.541.01.13.,Taroudannt (M),95410113,95410113,Commune de Taroudannt,Taroudannt Taroudannt (M),0.702,direct
09.541.03.01.,Adar,Taroudannt,09.541.03.01.,Adar,95410301,95410301,Commune d'Adar,Taroudannt Adar,0.502,direct
09.541.03.03.,Ait Abdallah,Taroudannt,09.541.03.03.,Ait Abdallah,95410303,95410303,Commune d'Ait Abdallah,Taroudannt Ait Abdallah,0.445,direct
09.541.03.05.,Amalou,Taroudannt,09.541.03.05.,Amalou,95410305,95410305,Commune d'Amalou,Taroudannt Amalou,0.482,direct
09.541.03.07.,Azaghar N'Irs,Taroudannt,09.541.03.07.,Azaghar N'Irs,95410307,95410307,Commune d'Azaghar N'irs,Taroudannt Azaghar N'Irs,0.521,direct
09.541.03.09.,Imaouen,Taroudannt,09.541.03.09.,Imaouen,95410309,95410309,Commune d'Imaouen,Taroudannt Imaouen,0.474,direct
09.541.03.11.,Imi N'Tayart,Taroudannt,09.541.03.11.,Imi N'Tayart,95410311,95410311,Commune d'Imi N'tayart,Taroudannt Imi N'Tayart,0.542,direct
09.541.03.13.,Nihit,Taroudannt,09.541.03.13.,Nihit,95410313,95410313,Commune de Nihit,Taroudannt Nihit,0.545,direct
09.541.03.15.,Oualqadi,Taroudannt,09.541.03.15.,Oualqadi,95410315,95410315,Commune d'Oualqadi,Taroudannt Oualqadi,0.435,direct
09.541.03.17.,Sidi Boaal,Taroudannt,09.541.03.17.,Sidi Boaal,95410317,95410317,Commune de Sidi Boaal,Taroudannt Sidi Boaal,0.474,direct
09.541.03.19.,Sidi Mzal,Taroudannt,09.541.03.19.,Sidi Mzal,95410319,95410319,Commune de Sidi Mzal,Taroudannt Sidi Mzal,0.503,direct
09.541.03.21.,Tabia,Taroudannt,09.541.03.21.,Tabia,95410321,95410321,Commune de Tabia,Taroudannt Tabia,0.556,direct
09.541.03.23.,Tataoute,Taroudannt,09.541.03.23.,Tataoute,95410323,95410323,Commune de Tataoute,Taroudannt Tataoute,0.522,direct
09.541.03.25.,Tindine,Taroudannt,09.541.03.25.,Tindine,95410325,95410325,Commune de Tindine,Taroudannt Tindine,0.434,direct
09.541.03.27.,Tisfane,Taroudannt,09.541.03.27.,Tisfane,95410327,95410327,Commune de Tisfane,Taroudannt Tisfane,0.47,direct
09.541.03.29.,Toufelaazt,Taroudannt,09.541.03.29.,Toufelaazt,95410329,95410329,Commune de Toufelaazt,Taroudannt Toufelaazt,0.545,direct
09.541.03.31.,Toumliline,Taroudannt,09.541.03.31.,Toumliline,95410331,95410331,Commune de Toumliline,Taroudannt Toumliline,0.449,direct
09.541.04.09.,Arazane,Taroudannt,09.541.04.09.,Arazane,95410409,95410409,Commune d'Arazane,Taroudannt Arazane,0.509,direct
09.541.04.13.,El Faid,Taroudannt,09.541.04.13.,El Faid,95410413,95410413,Commune d'El Faid,Taroudannt El Faid,0.484,direct
09.541.04.17.,Ida Ou Gailal,Taroudannt,09.541.04.17.,Ida Ou Gailal,95410417,95410417,Commune d'Ida Ou Gailal,Taroudannt Ida Ou Gailal,0.49,direct
09.541.04.21.,Ida Ougoummad,Taroudannt,09.541.04.21.,Ida-Ougoummad,95410421,95410421,Commune d'Ida-Ougoummad,Taroudannt Ida Ougoummad,0.596,direct
09.541.04.23.,Igli,Taroudannt,09.541.04.23.,Igli,95410423,95410423,Commune d'Igli,Taroudannt Igli,0.602,direct
09.541.04.25.,Igoudar Mnabha,Taroudannt,09.541.04.25.,Igoudar Mnabha,95410425,95410425,Commune d'Igoudar Mnabha,Taroudannt Igoudar Mnabha,0.591,direct
09.541.04.29.,Lamhara,Taroudannt,09.541.04.29.,Lamhara,95410429,95410429,Commune de Lamhara,Taroudannt Lamhara,0.582,direct
09.541.04.33.,Oulad Aissa,Taroudannt,09.541.04.33.,Oulad Aissa,95410433,95410433,Commune d'Oulad Aissa,Taroudannt Oulad Aissa,0.612,direct
09.541.04.35.,Ouneine,Taroudannt,09.541.04.35.,Ouneine,95410435,95410435,Commune d'Ouneine,Taroudannt Ouneine,0.501,direct
09.541.04.39.,Sidi Abdellah Ou Said,Taroudannt,09.541.04.39.,Sidi Abdellah Ou Said,95410439,95410439,Commune de Sidi Abdellah Ou Said,Taroudannt Sidi Abdellah Ou Said,0.424,direct
09.541.04.47.,Sidi Ouaaziz,Taroudannt,09.541.04.47.,Sidi Ouaaziz,95410447,95410447,Commune de Sidi Ouaaziz,Taroudannt Sidi Ouaaziz,0.527,direct
09.541.04.49.,Tafingoult,Taroudannt,09.541.04.49.,Tafingoult,95410449,95410449,Commune de Tafingoult,Taroudannt Tafingoult,0.528,direct
09.541.04.53.,Talgjount,Taroudannt,09.541.04.53.,Talgjount,95410453,95410453,Commune de Talgjount,Taroudannt Talgjount,0.532,direct
09.541.04.59.,Tigouga,Taroudannt,09.541.04.59.,Tigouga,95410459,95410459,Commune de Tigouga,Taroudannt Tigouga,0.441,direct
09.541.04.61.,Tinzart,Taroudannt,09.541.04.61.,Tinzart,95410461,95410461,Commune de Tinzart,Taroudannt Tinzart,0.526,direct
09.541.04.67.,Tizi N'Test,Taroudannt,09.541.04.67.,Tizi N'Test,95410467,95410467,Commune de Tizi N'test,Taroudannt Tizi N'Test,0.417,direct
09.541.04.69.,Toughmart,Taroudannt,09.541.04.69.,Toughmart,95410469,95410469,Commune de Toughmart,Taroudannt Toughmart,0.492,direct
09.541.05.01.,Ahl Ramel,Taroudannt,09.541.05.01.,Ahl Ramel,95410501,95410501,Commune d'Ahl Ramel,Taroudannt Ahl Ramel,0.588,direct
09.541.05.03.,Argana,Taroudannt,09.541.05.03.,Argana,95411103,95411103,Commune d'Argana,Taroudannt Argana,0.523,direct
09.541.05.05.,Assads,Taroudannt,09.541.05.05.,Assads,95410505,95410505,Commune d'Assads,Taroudannt Assads,0.505,direct
09.541.05.07.,Bigoudine,Taroudannt,09.541.05.07.,Bigoudine,95411107,95411107,Commune de Bigoudine,Taroudannt Bigoudine,0.473,direct
09.541.05.09.,Eddir,Taroudannt,09.541.05.09.,Eddir,95411109,95411109,Commune d'Eddir,Taroudannt Eddir,0.503,direct
09.541.05.11.,El Koudia El Beida,Taroudannt,09.541.05.11.,El Koudia El Beida,95410511,95410511,Commune d'El Koudia El Beida,Taroudannt El Koudia El Beida,0.632,direct
