unit,name14,prov14,geonameid,qid,km,flag,chosen,decided_by
07.191.03.25.,Oulad Massaoud,El Kelâa des  Sraghna,6546399,Q7110415,6.32,False,geonames,agree
07.191.03.27.,Oulad Msabbel,El Kelâa des  Sraghna,6546759,Q7110416,2.63,False,geonames,agree
07.191.03.29.,Oulad Sbih,El Kelâa des  Sraghna,6545888,Q7110426,0.0,False,geonames,agree
07.191.03.31.,Oulad Yaacoub,El Kelâa des  Sraghna,6545889,Q7110431,1.41,False,geonames,agree
07.191.03.33.,Oulad Zarrad,El Kelâa des  Sraghna,6545890,Q7110433,4.97,False,geonames,agree
07.191.03.35.,Sidi El Hattab,El Kelâa des  Sraghna,6545737,Q20389557,5.15,False,geonames,agree
07.191.03.37.,Sidi Moussa,El Kelâa des  Sraghna,6545738,Q20390160,1.37,False,geonames,agree
07.191.03.39.,Taouzint,El Kelâa des  Sraghna,6545855,Q20405009,1.15,False,geonames,agree
07.191.03.41.,Znada,El Kelâa des  Sraghna,6545856,Q20421090,0.0,False,geonames,agree
07.191.05.01.,Assahrij,El Kelâa des  Sraghna,6546269,Q2398281,0.6,False,geonames,agree
07.191.05.03.,Bouya Omar,El Kelâa des  Sraghna,6546270,Q22928955,1.01,False,geonames,agree
07.191.05.05.,Choara,El Kelâa des  Sraghna,6546271,Q20405629,0.97,False,geonames,agree
07.191.05.07.,Dzouz,El Kelâa des  Sraghna,6546272,Q20414082,0.84,False,geonames,agree
07.191.05.09.,Fraita,El Kelâa des  Sraghna,6546273,Q1440541,3.36,False,geonames,agree
07.191.05.15.,Laatamna,El Kelâa des  Sraghna,6545427,Q6466608,0.46,False,geonames,agree
07.191.05.17.,Louad Lakhdar,El Kelâa des  Sraghna,6545772,Q20416906,5.01,False,geonames,agree
07.191.05.19.,M'Zem Sanhaja,El Kelâa des  Sraghna,6545773,Q6711890,1.43,False,geonames,agree
07.191.05.21.,Ouargui,El Kelâa des  Sraghna,6546762,Q22934475,3.19,False,geonames,agree
07.191.05.23.,Oulad Aarrad,El Kelâa des  Sraghna,6545774,Q7110379,2.58,False,geonames,agree
07.191.05.27.,Sidi Aissa Ben Slimane,El Kelâa des  Sraghna,6545739,Q12217710,3.33,False,geonames,agree
07.191.05.29.,Sour El Aaz,El Kelâa des  Sraghna,6546764,Q20386709,3.37,False,geonames,agree
07.191.07.11.,Jbiel,El Kelâa des  Sraghna,6546760,Q12185423,7.59,False,geonames,agree
07.191.07.13.,Jouala,El Kelâa des  Sraghna,6546761,Q20392863,3.44,False,geonames,agree
07.191.07.31.,Zemrane,El Kelâa des  Sraghna,6546765,Q3575180,0.0,False,geonames,agree
07.191.07.33.,Zemrane Charqia,El Kelâa des  Sraghna,6546766,Q12214560,2.29,False,geonames,agree
07.211.01.01.,Ait Daoud (Mun.),Essaouira,6546648,Q786763,1.46,False,geonames,agree
07.211.01.03.,El Hanchane (Mun.),Essaouira,11881818,Q3049944,0.34,False,geonames,agree
07.211.01.05.,Essaouira (Mun.),Essaouira,11881817,Q216939,6.81,False,geonames,agree
07.211.01.07.,Talmest (Mun.),Essaouira,6546651,Q3514557,0.94,False,geonames,agree
07.211.01.09.,Tamanar (Mun.),Essaouira,6546652,Q2579094,1.14,False,geonames,agree
07.211.03.01.,Ait Said,Essaouira,6546653,Q4699268,1.27,False,geonames,agree
07.211.03.03.,Aquermoud,Essaouira,6546654,Q4782866,1.92,False,geonames,agree
07.211.03.05.,Had Dra,Essaouira,6546655,Q5637534,4.82,False,geonames,agree
07.211.03.07.,Kechoula,Essaouira,6545523,Q20411078,2.57,False,geonames,agree
07.211.03.09.,Korimate,Essaouira,6545524,Q12191752,1.42,False,geonames,agree
07.211.03.11.,Lagdadra,Essaouira,6545947,Q6471952,2.52,False,geonames,agree
07.211.03.13.,Lahsinate,Essaouira,6546656,Q17007709,1.46,False,geonames,agree
07.211.03.15.,Mejji,Essaouira,6546657,Q20422283,2.04,False,geonames,agree
07.211.03.17.,Meskala,Essaouira,6545948,Q20422693,1.94,False,geonames,agree
07.211.03.19.,Mouarid,Essaouira,6545949,Q20389749,0.06,False,geonames,agree
07.211.03.21.,Moulay Bouzarqtoune,Essaouira,6545950,Q6918959,4.62,False,geonames,agree
07.211.03.23.,Mzilate,Essaouira,6545845,Q2782530,3.07,False,geonames,agree
07.211.03.25.,M'Khalif,Essaouira,6545932,Q6711871,1.56,False,geonames,agree
07.211.03.27.,M'Ramer,Essaouira,6545951,Q20390342,1.75,False,geonames,agree
07.211.03.31.,Ounagha,Essaouira,6546243,Q3358330,3.96,False,geonames,agree
07.211.03.33.,Sidi Abdeljalil,Essaouira,6545953,Q7508609,1.23,False,geonames,agree
07.211.03.35.,Sidi Aissa Regragui,Essaouira,6546244,Q17019364,4.46,False,geonames,agree
07.211.03.37.,Sidi Ali El Korati,Essaouira,6546245,Q20389914,0.14,False,geonames,agree
07.211.03.39.,Sidi Boulaalam,Essaouira,6545850,Q20389699,1.23,False,geonames,agree
07.211.03.41.,Sidi Ishaq,Essaouira,6546391,Q7508743,1.08,False,geonames,agree
07.211.03.43.,Sidi Laaroussi,Essaouira,6546514,Q7508752,2.98,False,geonames,agree
07.211.03.45.,Sidi M'Hamed Ou Marzouq,Essaouira,6546380,Q2782535,2.61,False,geonames,agree
07.211.03.47.,Tafetachte,Essaouira,6545851,Q3513790,5.71,False,geonames,agree
07.211.03.51.,Zaouiat Ben Hmida,Essaouira,6545853,Q20419878,1.53,False,geonames,agree
07.211.05.03.,Aglif,Essaouira,6545441,Q4692883,1.95,False,geonames,agree
07.211.05.05.,Aguerd,Essaouira,6545442,Q3784301,0.47,False,geonames,agree
07.211.05.07.,Ait Aissi Ihahane,Essaouira,6546392,Q4699227,16.47,False,geonames,agree
07.211.05.09.,Assais,Essaouira,6546246,Q20387165,3.28,False,geonames,agree
07.211.05.11.,Bizdad,Essaouira,6546247,Q12198285,4.82,False,geonames,agree
07.211.05.13.,Bouzemmour,Essaouira,6545886,Q4950500,3.26,False,geonames,agree
07.211.05.15.,Ezzaouite,Essaouira,6545887,Q20388858,1.63,False,geonames,agree
07.211.05.17.,Ida Ou Aazza,Essaouira,6546658,Q20393812,1.33,False,geonames,agree
07.211.05.19.,Ida Ou Guelloul,Essaouira,6546659,Q5987152,0.53,False,geonames,agree
07.211.05.21.,Ida Ou Kazzou,Essaouira,6546660,Q5987155,5.0,False,geonames,agree
07.211.05.23.,Imgrade,Essaouira,6546102,Q17005873,3.57,False,geonames,agree
07.211.05.25.,Imi N'Tlit,Essaouira,6546103,Q17005378,2.28,False,geonames,agree
07.211.05.27.,Sidi Ahmed Essayeh,Essaouira,6546104,Q20389512,9.29,False,geonames,agree
07.211.05.29.,Sidi El Jazouli,Essaouira,6546105,Q20389544,6.2,False,geonames,agree
07.211.05.31.,Sidi Ghaneme,Essaouira,6546661,Q7508725,2.13,False,geonames,agree
07.211.05.35.,Sidi Hmad Ou Hamed,Essaouira,6545825,Q20389498,2.96,False,geonames,agree
07.211.05.37.,Sidi Kaouki,Essaouira,6545826,Q3784300,7.11,False,geonames,agree
07.211.05.39.,Smimou,Essaouira,6546663,Q3486986,0.93,False,geonames,agree
07.211.05.41.,Tafedna,Essaouira,6545827,Q20418150,5.5,False,geonames,agree
07.211.05.43.,Tahelouante,Essaouira,6545908,Q20418480,1.92,False,geonames,agree
07.211.05.45.,Takoucht,Essaouira,6545909,Q7678486,2.51,False,geonames,agree
07.211.05.47.,Targante,Essaouira,6546664,Q7685836,88.07,True,geonames,review
07.211.05.51.,Timizguida-Ouftas,Essaouira,6546666,Q20403848,3.2,False,geonames,agree
07.351.01.01.,Méchouar-Kasba (Mun.),Marrakech,6545593,Q27534342,6.04,False,geonames,agree
07.351.02.01.,Alouidane,Marrakech,11881793,Q25454416,6.57,False,geonames,agree
07.351.02.07.,Ouahat Sidi Brahim,Marrakech,6546778,Q25454421,3.44,False,geonames,agree
07.351.02.09.,Oulad Hassoune,Marrakech,6546779,Q25454422,2.24,False,geonames,agree
07.351.03.03.,Harbil,Marrakech,6546776,Q2363471,1.98,False,geonames,agree
07.351.03.05.,M'Nabha,Marrakech,6546777,Q27538118,5.46,False,geonames,agree
07.351.03.11.,Ouled Dlim,Marrakech,6546780,Q25454423,5.35,False,geonames,agree
07.351.05.01.,Agafay,Marrakech,6546667,Q25454431,1.9,False,geonames,agree
07.351.05.03.,Ait Imour,Marrakech,6546668,Q25454438,1.65,False,geonames,agree
07.351.05.05.,Loudaya,Marrakech,6546669,Q3260207,4.69,False,geonames,agree
07.351.05.09.,Sid Zouine,Marrakech,6546670,Q3483305,4.16,False,geonames,agree
07.351.07.07.,Saada,Marrakech,6545654,Q25463425,1.33,False,geonames,agree
07.351.07.11.,Souihla,Marrakech,6545910,Q25454428,2.24,False,geonames,agree
07.351.07.13.,Tassoultante,Marrakech,6545866,Q25454432,1.42,False,geonames,agree
07.427.01.01.,Ben Guerir (Mun.),Rehamna,6545468,Q2542724,1.41,False,geonames,agree
07.427.01.17.,Sidi Bou Othmane (Mun.),Rehamna,6546379,Q3483201,7.52,False,geonames,agree
07.427.07.01.,Ait Hammou,Rehamna,6546767,Q4699240,5.45,False,geonames,agree
07.427.07.03.,Ait Taleb,Rehamna,6546768,Q4699272,0.48,False,geonames,agree
07.427.07.05.,Bouchane,Rehamna,6546769,Q4949269,8.88,False,geonames,agree
07.427.07.09.,Labrikiyne,Rehamna,6546771,Q6467609,2.3,False,geonames,agree
07.427.07.13.,Oulad Hassoune Hamri,Rehamna,6545740,Q7110405,4.51,False,geonames,agree
07.427.07.15.,Sidi Abdallah,Rehamna,6546773,Q20389853,3.05,False,geonames,agree
07.427.07.17.,Sidi Ali Labrahla,Rehamna,6546774,Q20389964,2.08,False,geonames,agree
07.427.07.21.,Sidi Mansour,Rehamna,6545474,Q20390151,5.52,False,geonames,agree
07.427.07.23.,Skhour Rehamna,Rehamna,2532646,Q3486243,0.16,False,geonames,agree
07.427.07.25.,Skoura Lhadra,Rehamna,6545830,Q7536479,0.33,False,geonames,agree
07.427.09.01.,Akarma,Rehamna,6546214,Q4700298,5.11,False,geonames,agree
07.427.09.03.,Bourrous,Rehamna,6545602,Q20416063,3.17,False,geonames,agree
07.427.09.05.,Jaidate,Rehamna,6545603,Q6123514,2.04,False,geonames,agree
07.427.09.07.,Lamharra,Rehamna,6545604,Q6481810,10.59,False,geonames,agree
07.427.09.09.,Nzalat Laadam,Rehamna,6545605,Q20402038,12.02,False,geonames,agree
07.427.09.11.,Oulad Imloul,Rehamna,6545844,Q7110410,13.08,False,geonames,agree
07.427.09.13.,Ras Ain Rhamna,Rehamna,6546513,Q20403827,3.46,False,geonames,agree
07.427.09.15.,Sidi Boubker,Rehamna,6546067,Q7508681,2.21,False,geonames,agree
07.427.09.19.,Tlauh,Rehamna,6546422,Q7810723,3.8,False,geonames,agree
07.431.01.03.,Safi (Mun.),Safi,6546086,Q183405,1.57,False,geonames,agree
07.431.01.09.,Jamaat Shaim (Mun.),Safi,6546517,Q3161600,1.15,False,geonames,agree
07.431.01.11.,Sebt Gzoula (Mun.),Safi,6546518,Q3476964,0.39,False,geonames,agree
07.431.03.01.,Bouguedra,Safi,6546519,Q532652,2.1,False,geonames,agree
07.431.03.03.,El Gouraani,Safi,6546520,Q20384439,1.16,False,geonames,agree
07.431.03.05.,Labkhati,Safi,6546088,Q27536146,3.43,False,geonames,agree
07.431.03.07.,Lahdar,Safi,6546521,Q20418786,2.15,False,geonames,agree
07.431.03.09.,Lamrasla,Safi,6546522,Q20394228,0.7,False,geonames,agree
07.431.03.11.,Lamsabih,Safi,6545782,Q20394308,1.04,False,geonames,agree
07.431.03.13.,Sidi Aissa,Safi,6546632,Q20390017,0.0,False,geonames,agree
07.431.03.15.,Sidi Ettiji,Safi,6546633,Q20389756,3.82,False,geonames,agree
07.431.07.01.,Atouabet,Safi,6546639,Q20399826,2.49,False,geonames,agree
07.431.07.03.,El Ghiate,Safi,6546640,Q20413900,2.39,False,geonames,agree
07.431.07.05.,Khatazakane,Safi,6545546,Q12210570,0.31,False,geonames,agree
07.431.07.07.,Laamamra,Safi,6545491,Q27533450,0.9,False,geonames,agree
07.431.07.09.,Lamaachate,Safi,6546395,Q20394346,0.86,False,geonames,agree
07.431.07.11.,Nagga,Safi,6546641,Q26293409,3.86,False,geonames,agree
07.431.09.01.,Ayir,Safi,6545492,Q27533449,0.01,False,geonames,agree
07.431.09.03.,Dar Si Aissa,Safi,6545493,Q20409803,31.01,True,geonames,review
07.431.09.05.,El Beddouza,Safi,6546644,Q12184310,3.6,False,geonames,agree
07.431.09.09.,Moul El Bergui,Safi,6546524,Q20423107,0.91,False,geonames,agree
07.431.09.15.,Saadla,Safi,6546643,Q20421355,29.46,True,geonames,review
07.585.01.07.,Echemmaia (Mun.),Youssoufia,11881879,Q935605,0.75,False,geonames,agree
07.585.01.13.,Youssoufia (Mun.),Youssoufia,6546087,Q2627209,0.55,False,geonames,agree
07.585.05.07.,Ighoud,Youssoufia,6546637,Q3148139,1.37,False,geonames,agree
07.585.05.09.,Jdour,Youssoufia,6545606,Q25454443,0.67,False,geonames,agree
07.585.05.11.,Jnane Bouih,Youssoufia,6546638,Q25454446,9.84,False,geonames,agree
07.585.05.17.,Sidi Chiker,Youssoufia,6545789,Q20389806,14.35,False,geonames,agree
07.585.07.01.,Atiamim,Youssoufia,6546634,Q20387873,1.03,False,geonames,agree
07.585.07.03.,El Gantour,Youssoufia,11881812,Q20385749,15.1,False,geonames,agree
07.585.07.05.,Esbiaat,Youssoufia,6546636,Q20421098,7.67,False,geonames,agree
07.585.07.13.,Lakhoualqa,Youssoufia,6545787,Q20419206,3.87,False,geonames,agree
07.585.07.15.,Ras El Ain,Youssoufia,6545788,Q19921114,7.47,False,geonames,agree
08.201.01.01.,Arfoud (Mun.),Errachidia,11882664,Q648987,26.96,True,wikidata,review
08.201.01.03.,Boudnib (Mun.),Errachidia,6545608,Q2290071,1.62,False,geonames,agree
08.201.01.05.,Errachidia (Mun.),Errachidia,6545550,Q1980885,1.09,False,geonames,agree
08.201.01.09.,Goulmima (Mun.),Errachidia,6546836,Q3111649,1.45,False,geonames,agree
08.201.01.11.,Jorf (Mun.),Errachidia,6546120,Q1276800,0.6,False,geonames,agree
08.201.01.13.,Moulay Ali Cherif (Mun.),Errachidia,6546290,Q2154823,1.32,False,geonames,agree
08.201.03.01.,Aarab Sebbah Gheris,Errachidia,6546837,Q20384963,4.83,False,geonames,agree
08.201.03.03.,Aarab Sebbah Ziz,Errachidia,11912630,Q20384972,5.33,False,geonames,agree
08.201.03.09.,Fezna,Errachidia,6546417,Q20408433,3.72,False,geonames,agree
08.201.07.01.,Aoufous,Errachidia,11912636,Q2857997,3.59,False,geonames,agree
08.201.07.05.,Er-rteb,Errachidia,6546844,Q3055936,1.96,False,geonames,agree
08.201.07.07.,Lkheng,Errachidia,6546185,Q20413865,3.93,False,geonames,agree
08.201.07.09.,Oued Naam,Errachidia,11912643,Q22931756,7.4,False,geonames,agree
08.201.11.01.,Bni M'Hamed-Sijelmassa,Errachidia,6546848,Q12199427,2.56,False,geonames,agree
08.201.11.05.,Es-sfalat,Errachidia,6546849,Q20416059,2.41,False,geonames,agree
08.201.11.09.,Sidi Ali,Errachidia,6545706,Q20389898,4.83,False,geonames,agree
08.201.13.01.,Aghbalou N'Kerdous,Errachidia,6546850,Q20388185,4.77,False,geonames,agree
08.201.13.02.,Amellagou,Errachidia,6546841,Q20401078,6.3,False,geonames,agree
08.201.13.03.,Ferkla El Oulia,Errachidia,6546291,Q12230635,11.57,False,geonames,agree
08.201.13.05.,Ferkla Es-soufla,Errachidia,6546292,Q12230634,3.43,False,geonames,agree
08.201.13.07.,Gheris El Ouloui,Errachidia,6545551,Q20421423,3.83,False,geonames,agree
08.201.13.09.,Gheris Es-soufli,Errachidia,6546851,Q20421422,5.88,False,geonames,agree
08.201.13.11.,Melaab,Errachidia,11912633,Q20424997,4.37,False,geonames,agree
08.363.01.03.,Midelt (Mun.),Midelt,6545495,Q2501809,0.32,False,geonames,agree
08.363.01.07.,Er-rich (Mun.),Midelt,6546835,Q3055931,0.0,False,geonames,agree
08.363.05.01.,Aghbalou,Midelt,6546963,Q2826831,0.0,False,geonames,agree
08.363.05.03.,Agoudim,Midelt,6546856,Q16826137,11.89,False,geonames,agree
08.363.05.13.,Anemzi,Midelt,6545990,Q12180876,10.42,False,geonames,agree
08.363.05.15.,Boumia,Midelt,6546965,Q2414144,3.23,False,geonames,agree
08.363.05.23.,Tanourdi,Midelt,6546017,Q3515253,0.01,False,geonames,agree
08.363.05.27.,Tounfite,Midelt,6546022,Q3532967,5.43,False,geonames,agree
08.363.07.07.,Ait Ben Yacoub,Midelt,6546964,Q16826379,2.75,False,geonames,agree
08.363.07.09.,Ait Izdeg,Midelt,6546857,Q2876496,0.0,False,geonames,agree
08.363.07.11.,Amersid,Midelt,6546858,Q16827966,7.68,False,geonames,agree
08.363.07.17.,Itzer,Midelt,11912662,Q3156016,11.95,False,geonames,agree
08.363.07.19.,Mibladen,Midelt,6546859,Q12246427,4.4,False,geonames,agree
08.363.07.29.,Zaida,Midelt,6546018,Q3574981,8.49,False,geonames,agree
08.363.09.01.,En-nzala,Midelt,6546054,Q12194323,10.6,False,geonames,agree
08.363.09.03.,Gourrama,Midelt,6546845,Q3111760,5.51,False,geonames,agree
08.363.09.05.,Guers Tiaallaline,Midelt,6546055,Q12229498,14.34,False,geonames,agree
08.363.09.07.,Guir,Midelt,6546846,Q12252292,21.67,False,geonames,agree
08.363.09.09.,M'Zizel,Midelt,6546847,Q12195133,8.53,False,geonames,agree
08.363.09.11.,Sidi Aayad,Midelt,6545731,Q12217704,9.6,False,geonames,agree
08.363.09.13.,Zaouiat Sidi Hamza,Midelt,6545732,Q12214253,6.49,False,geonames,agree
08.363.15.01.,Ait Yahya,Midelt,6546676,Q6539827,0.0,False,geonames,agree
08.363.15.03.,Amouguer,Midelt,6546853,Q27538808,7.38,False,geonames,agree
08.363.15.05.,Bou Azmou,Midelt,6546854,Q27538807,8.75,False,geonames,agree
08.363.15.07.,Imilchil,Midelt,11882669,Q2676569,26.85,True,geonames,review
08.363.15.09.,Outerbat,Midelt,6546855,Q20391836,14.4,False,geonames,agree
08.401.01.07.,Ouarzazate (Mun.),Ouarzazate,11882640,Q505208,2.53,False,geonames,agree
08.401.01.09.,Taznakht (Mun.),Ouarzazate,6546385,Q13420293,0.84,False,geonames,agree
08.401.03.01.,Ait Zineb,Ouarzazate,6545587,Q16826433,1.36,False,geonames,agree
08.401.03.03.,Amerzgane,Ouarzazate,11912611,Q16827971,6.59,False,geonames,agree
08.401.03.05.,Iznaguen,Ouarzazate,10909337,Q16836407,132.28,True,wikidata,review
08.401.03.07.,Ighrem N'Ougdal,Ouarzazate,6545622,Q1657147,3.91,False,geonames,agree
08.401.03.09.,Khouzama,Ouarzazate,6546234,Q20403724,9.81,False,geonames,agree
08.401.03.11.,Ouisselsate,Ouarzazate,6545760,Q17013211,6.12,False,geonames,agree
08.401.03.13.,Siroua,Ouarzazate,6545458,Q17052254,0.02,False,geonames,agree
08.401.03.15.,Telouet,Ouarzazate,11912610,Q1010760,5.08,False,geonames,agree
08.401.03.17.,Tidli,Ouarzazate,6545937,Q20405809,6.01,False,geonames,agree
08.401.07.01.,Ghassate,Ouarzazate,6546041,Q12229582,5.49,False,geonames,agree
08.401.07.03.,Idelsane,Ouarzazate,6546566,Q17005135,11.42,False,geonames,agree
08.401.07.05.,Imi N'Oulaoune,Ouarzazate,6546567,Q17005366,6.98,False,geonames,agree
08.401.07.07.,Skoura Ahl El Oust,Ouarzazate,6546568,Q20383603,6.41,False,geonames,agree
08.401.07.09.,Tarmigt,Ouarzazate,6545589,Q17023283,3.9,False,geonames,agree
08.401.07.11.,Toundoute,Ouarzazate,6546181,Q3532937,11.58,False,geonames,agree
08.577.01.03.,Boumalne Dades (Mun.),Tinghir,6546556,Q2435851,5.51,False,geonames,agree
08.577.01.05.,Kalaat M'Gouna (Mun.),Tinghir,6546369,Q1018286,0.07,False,geonames,agree
08.577.01.11.,Tinghir (Mun.),Tinghir,6546260,Q335141,0.34,False,geonames,agree
08.577.02.05.,Alnif,Tinghir,6546838,Q984312,2.88,False,geonames,agree
08.577.02.11.,H'Ssyia,Tinghir,6546051,Q20399008,9.84,False,geonames,agree
08.577.02.21.,M'Ssici,Tinghir,6546418,Q20423354,24.4,False,geonames,agree
08.577.03.01.,Ait Hani,Tinghir,6546840,Q6539663,5.84,False,geonames,agree
08.577.03.05.,Assoul,Tinghir,11882670,Q4810308,17.52,False,geonames,agree
08.577.05.03.,Ait Ouassif,Tinghir,6546561,Q16826396,3.87,False,geonames,agree
08.577.05.09.,Ait Sedrate Sahl Charkia,Tinghir,6546562,Q6539351,4.71,False,geonames,agree
08.577.05.13.,Ait Youl,Tinghir,6546042,Q16826429,12.13,False,geonames,agree
08.577.05.15.,Ighil N'Oumgoun,Tinghir,6546564,Q3148135,0.61,False,geonames,agree
08.577.05.17.,Ikniouen,Tinghir,6546565,Q20395697,5.19,False,geonames,agree
08.577.05.21.,M'Semrir,Tinghir,6545955,Q3272361,3.68,False,geonames,agree
08.577.05.25.,Souk Lakhmis Dades,Tinghir,6545847,Q3491585,8.14,False,geonames,agree
08.577.05.29.,Tilmi,Tinghir,6545958,Q20406198,5.46,False,geonames,agree
08.577.07.01.,Ait El Farsi,Tinghir,6546690,Q16826382,9.86,False,geonames,agree
08.577.07.19.,Imider,Tinghir,6545954,Q17005387,4.28,False,geonames,agree
08.577.07.23.,Ouaklim,Tinghir,6545956,Q17013164,9.96,False,geonames,agree
08.577.07.27.,Taghzoute N'Ait Atta,Tinghir,6545957,Q20418091,2.78,False,geonames,agree
08.577.07.31.,Toudgha El Oulia,Tinghir,6545912,Q20404937,4.17,False,geonames,agree
08.577.07.33.,Toudgha Essoufla,Tinghir,6545959,Q20404920,4.38,False,geonames,agree
08.587.01.01.,Agdz (Mun.),Zagora,11882659,Q2717415,38.44,True,wikidata,review
08.587.01.13.,Zagora (Mun.),Zagora,6545905,Q140354,3.01,False,geonames,agree
08.587.03.01.,Afella N'Dra,Zagora,6546596,Q20388426,3.6,False,geonames,agree
08.587.03.03.,Afra,Zagora,6545667,Q20388252,2.18,False,geonames,agree
08.587.03.05.,Ait Boudaoud,Zagora,6545668,Q3607218,2.98,False,geonames,agree
08.587.03.21.,Mezguita,Zagora,6545938,Q20424708,0.14,False,geonames,agree
08.587.03.25.,N'Kob,Zagora,6545835,Q10334921,6.98,False,geonames,agree
08.587.03.27.,Oulad Yahia Lagraire,Zagora,6545939,Q20392319,1.34,False,geonames,agree
08.587.03.31.,Taghbalte,Zagora,6545848,Q3980098,8.31,False,geonames,agree
08.587.03.37.,Tamezmoute,Zagora,6545940,Q20418359,1.52,False,geonames,agree
08.587.03.39.,Tansifte,Zagora,6545761,Q27534891,1.4,False,geonames,agree
08.587.07.11.,Bni Zoli,Zagora,6545941,Q20411580,1.18,False,geonames,agree
08.587.07.13.,Bouzeroual,Zagora,6546597,Q20416135,0.16,False,geonames,agree
08.587.07.15.,Errouha,Zagora,6545942,Q20386361,0.32,False,geonames,agree
08.587.07.29.,Taftechna,Zagora,6545944,Q20418110,0.73,False,geonames,agree
08.587.07.43.,Ternata,Zagora,6545946,Q20399282,14.34,False,geonames,agree
08.587.07.45.,Tinzouline,Zagora,11912591,Q27535418,3.31,False,geonames,agree
08.587.09.17.,Fezouata,Zagora,6545943,Q20408445,1.88,False,geonames,agree
08.587.09.19.,Ktaoua,Zagora,6545906,Q17631609,1.18,False,geonames,agree
08.587.09.23.,M'Hamid El Ghizlane,Zagora,6545907,Q1014625,24.9,False,geonames,agree
08.587.09.33.,Tagounite,Zagora,11912587,Q3980137,16.26,False,geonames,agree
08.587.09.35.,Tamegroute,Zagora,6545945,Q3110024,8.41,False,geonames,agree
09.001.01.01.,Agadir (Mun.),Agadir-Ida -Ou-Tanane,11882684,Q170525,1.14,False,geonames,agree
09.001.05.01.,Amskroud,Agadir-Ida -Ou-Tanane,11913272,Q2844501,4.06,False,geonames,agree
09.001.05.09.,Drargua,Agadir-Ida -Ou-Tanane,6545569,Q542826,8.04,False,geonames,agree
09.001.05.11.,Idmine,Agadir-Ida -Ou-Tanane,6545798,Q3147885,0.47,False,geonames,agree
09.001.07.03.,Aourir,Agadir-Ida -Ou-Tanane,6545566,Q2544597,0.0,False,geonames,agree
09.001.07.05.,Aqesri,Agadir-Ida -Ou-Tanane,6545567,Q2859111,15.77,False,geonames,agree
09.001.07.07.,Aziar,Agadir-Ida -Ou-Tanane,6545568,Q2875129,0.62,False,geonames,agree
09.001.07.15.,Imsouane,Agadir-Ida -Ou-Tanane,6545800,Q3149573,0.05,False,geonames,agree
09.001.07.21.,Tadrart,Agadir-Ida -Ou-Tanane,6545423,Q3513742,1.5,False,geonames,agree
09.001.07.23.,Taghazout,Agadir-Ida -Ou-Tanane,11913178,Q621472,14.55,False,geonames,agree
09.001.07.25.,Tamri,Agadir-Ida -Ou-Tanane,11913177,Q3514885,7.43,False,geonames,agree
09.001.07.29.,Tiqqi,Agadir-Ida -Ou-Tanane,6545759,Q3529288,4.19,False,geonames,agree
09.163.01.03.,Ait Baha (Mun.),Chtouka- Ait Baha,11882687,Q2876468,0.37,False,geonames,agree
09.163.01.11.,Biougra (Mun.),Chtouka- Ait Baha,6546196,Q662659,0.25,False,geonames,agree
09.163.03.07.,Ait Ouadrim,Chtouka- Ait Baha,6545645,Q4699258,0.58,False,geonames,agree
09.163.03.09.,Aouguenz,Chtouka- Ait Baha,6545646,Q4778811,1.98,False,geonames,agree
09.163.03.13.,Hilala,Chtouka- Ait Baha,6545748,Q5760780,2.39,False,geonames,agree
09.163.03.15.,Ida Ougnidif,Chtouka- Ait Baha,11913170,Q5987160,7.41,False,geonames,agree
09.163.03.33.,Tanalt,Chtouka- Ait Baha,11913169,Q3514940,6.83,False,geonames,agree
09.163.03.35.,Targua Ntouchka,Chtouka- Ait Baha,6545837,Q7685964,3.59,False,geonames,agree
09.163.03.37.,Tassegdelt,Chtouka- Ait Baha,6545838,Q7687632,6.44,False,geonames,agree
09.163.03.39.,Tizi Ntakoucht,Chtouka- Ait Baha,6545922,Q7810526,3.59,False,geonames,agree
09.163.05.03.,Ait Milk,Chtouka- Ait Baha,6545591,Q4699254,1.82,False,geonames,agree
09.163.05.11.,Belfaa,Chtouka- Ait Baha,6545878,Q4882219,7.21,False,geonames,agree
09.163.05.19.,Inchaden,Chtouka- Ait Baha,6545923,Q6014369,0.59,False,geonames,agree
09.163.05.21.,Massa,Chtouka- Ait Baha,11913165,Q3100282,1.72,False,geonames,agree
09.163.05.31.,Sidi Ouassay,Chtouka- Ait Baha,6545924,Q12217738,4.14,False,geonames,agree
09.163.07.01.,Ait Amira,Chtouka- Ait Baha,11913175,Q4699228,3.5,False,geonames,agree
09.163.07.17.,Imi Mqourn,Chtouka- Ait Baha,11913172,Q6003965,3.12,False,geonames,agree
09.163.07.23.,Ouad Essafa,Chtouka- Ait Baha,6545832,Q17013158,6.74,False,geonames,agree
09.163.07.27.,Sidi Bibi,Chtouka- Ait Baha,6545925,Q7508668,1.31,False,geonames,agree
09.273.01.05.,Ait Melloul (Mun.),Inezgane- Ait Melloul,6545664,Q2384142,0.35,False,geonames,agree
09.273.01.13.,Dcheira El Jihadia (Mun.),Inezgane- Ait Melloul,6545935,Q3020034,0.57,False,geonames,agree
09.273.01.15.,Inezgane (Mun.),Inezgane- Ait Melloul,6545936,Q2736030,1.17,False,geonames,agree
09.273.01.17.,Lqliaa (Mun.),Inezgane- Ait Melloul,6545901,Q966350,6.8,False,geonames,agree
